https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20180314/print,14.03.2018,2018-03-14,201803140000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20190627/print,27.06.2019,2019-06-27,201906270000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20180314/print,14.03.2018,2018-03-14,201803140000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20191212/print,12.12.2019,2019-12-12,201912120000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20190608/print,08.06.2019,2019-06-08,201906080000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20191201/print,01.12.2019,2019-12-01,201912010000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20200229/print,29.02.2020,2020-02-29,202002290000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20200301/print,01.03.2020,2020-03-01,202003010000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20200314/print,14.03.2020,2020-03-14,202003140000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20200601/print,01.06.2020,2020-06-01,202006010000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20200716/print,16.07.2020,2020-07-16,202007160000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20201118/print,18.11.2020,2020-11-18,202011180000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20201211/print,11.12.2020,2020-12-11,202012110000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20210424/print,24.04.2021,2021-04-24,202104240000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20210902/print,02.09.2021,2021-09-02,202109020000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20210916/print,16.09.2021,2021-09-16,202109160000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20211006/print,06.10.2021,2021-10-06,202110060000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20211201/print,01.12.2021,2021-12-01,202112010000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20220201/print,01.02.2022,2022-02-01,202202010000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20220204/print,04.02.2022,2022-02-04,202202040000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20220507/print,07.05.2022,2022-05-07,202205070000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20220516/print,16.05.2022,2022-05-16,202205160000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20220601/print,01.06.2022,2022-06-01,202206010000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20220701/print,01.07.2022,2022-07-01,202207010000
https://zakon.rada.gov.ua/laws/show/v0307874-18/ed20221202/print,02.12.2022,2022-12-02,202212020000